movieId,title,genres,ratings
94,Nobody Loves Me,Comedy|Drama,4
95,Muppet Treasure Island,Adventure|Children|Comedy|Musical,4
96,Catwalk,Documentary,4
97,Braveheart,Action|Drama|War,4
98,Taxi Driver,Crime|Drama|Thriller,4
99,Rumble in the Bronx,Action|Adventure|Comedy|Crime,4
100,Before and After,Drama|Mystery,4
101,Anne Frank Remembered,Documentary,4
102,"Young Poisoner's Handbook, The",Crime|Drama,3
103,If Lucy Fell,Comedy|Romance,3
104,"Steal Big, Steal Little",Comedy,3
105,"Boys of St. Vincent, The",Drama,4
106,Boomerang,Comedy|Romance,3
107,Chungking Express,Drama|Mystery|Romance,5
108,Flirting With Disaster,Comedy,4
109,"NeverEnding Story III, The",Adventure|Children|Fantasy,2
110,Jupiter's Wife,Documentary,3
111,Pie in the Sky,Comedy|Romance,2
112,Jade,Thriller,3
113,Down Periscope,Comedy,3
114,Man of the Year,Documentary,3
115,Up Close and Personal,Drama|Romance,4
116,"Birdcage, The",Comedy,4
117,"Brothers McMullen, The",Comedy,4
118,Bad Boys,Action|Comedy|Crime|Drama|Thriller,4
119,"Amazing Panda Adventure, The",Adventure|Children,4
120,"Basketball Diaries, The",Drama,4
121,"Awfully Big Adventure, An",Drama,5
122,Amateur,Crime|Drama|Thriller,2
123,Apollo 13,Adventure|Drama|IMAX,4
124,Rob Roy,Action|Drama|Romance|War,4
125,"Addiction, The",Drama|Horror,2
126,Batman Forever,Action|Adventure|Comedy|Crime,3
127,Beauty of the Day,Drama,4
128,Beyond Rangoon,Adventure|Drama|War,3
129,Blue in the Face,Comedy|Drama,4
130,Canadian Bacon,Comedy|War,3
131,Casper,Adventure|Children,3
132,Clockers,Crime|Drama|Mystery,3
133,Congo,Action|Adventure|Mystery|Sci-Fi,3
134,Crimson Tide,Drama|Thriller|War,4
135,Crumb,Documentary,5
136,Desperado,Action|Romance|Western,4
137,Devil in a Blue Dress,Crime|Film-Noir|Mystery|Thriller,4
138,Die Hard: With a Vengeance,Action|Crime|Thriller,4
139,"Doom Generation, The",Comedy|Crime|Drama,3
140,First Knight,Action|Drama|Romance,3
141,Free Willy 2: The Adventure Home,Adventure|Children|Drama,3
142,Hackers,Action|Adventure|Crime|Thriller,4
143,Jeffrey,Comedy|Drama,4
144,Johnny Mnemonic,Action|Sci-Fi|Thriller,3
145,Judge Dredd,Action|Crime|Sci-Fi,3
146,Jury Duty,Comedy,3
147,Kids,Drama,4
148,Living in Oblivion,Comedy,5
149,Lord of Illusions,Horror,3
150,Love & Human Remains,Comedy|Drama,1
151,Mad Love,Drama|Romance,2
152,Mallrats,Comedy|Romance,4
153,Mighty Morphin Power Rangers: The Movie,Action|Children,3
154,Mute Witness,Comedy|Horror|Thriller,4
155,Nadja,Drama,4
156,"Net, The",Action|Crime|Thriller,3
157,Nine Months,Comedy|Romance,3
158,Party Girl,Comedy,4
159,"Prophecy, The",Fantasy|Horror|Mystery,4
160,Reckless,Comedy|Fantasy,3
161,Safe,Thriller,3
162,"Scarlet Letter, The",Drama|Romance,3
163,Showgirls,Drama,3
164,Smoke,Comedy|Drama,4
165,Something to Talk About,Comedy|Drama|Romance,3
166,Species,Horror|Sci-Fi,3
167,Strange Days,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,4
168,"Umbrellas of Cherbourg, The",Drama|Musical|Romance,4
169,Three Wishes,Drama|Fantasy,3
170,Total Eclipse,Drama|Romance,3
171,"To Wong Foo, Thanks for Everything! Julie Newmar",Comedy,4
172,Under Siege 2: Dark Territory,Action,3
173,Unstrung Heroes,Comedy|Drama,4
174,Unzipped,Documentary,3
175,"Walk in the Clouds, A",Drama|Romance,4
176,Waterworld,Action|Adventure|Sci-Fi,3
177,White Man's Burden,Drama,3
178,Wild Bill,Western,3
179,"Browning Version, The",Drama,4
180,Bushwhacked,Adventure|Comedy|Crime|Mystery,3
181,Burnt by the Sun,Drama,4
182,Before the Rain,Drama|War,4
183,Before Sunrise,Drama|Romance,4
184,Billy Madison,Comedy,4
185,"Babysitter, The",Drama|Thriller,3
186,Boys on the Side,Comedy|Drama,4
187,"Cure, The",Drama,3
188,Castle Freak,Horror,3
189,Circle of Friends,Drama|Romance,4
190,Clerks,Comedy,4
191,Don Juan DeMarco,Comedy|Drama|Romance,4
192,Disclosure,Drama|Thriller,4
193,Drop Zone,Action|Thriller,3
194,Destiny Turns on the Radio,Comedy,3
195,Death and the Maiden,Drama|Thriller,4
196,Dolores Claiborne,Drama|Thriller,4
197,Dumb & Dumber,Adventure|Comedy,3
198,Eat Drink Man Woman,Comedy|Drama|Romance,4
199,Exotica,Drama,4
200,Exit to Eden,Comedy,3
201,Ed Wood,Comedy|Drama,4
202,French Kiss,Action|Comedy|Romance,4
203,Forget Paris,Comedy|Romance,4
204,Far From Home: The Adventures of Yellow Dog,Adventure|Children,4
205,"Goofy Movie, A",Animation|Children|Comedy|Romance,3
206,Hideaway,Thriller,3
207,Fluke,Children|Drama,4
208,Farinelli: il castrato,Drama|Musical,4
209,Gordy,Children|Comedy|Fantasy,3
210,Hoop Dreams,Documentary,5
211,Heavenly Creatures,Crime|Drama,4
212,Houseguest,Comedy,4
213,Immortal Beloved,Drama|Romance,4
214,Heavyweights,Children|Comedy,3
215,"Hunted, The",Action,3
216,I.Q.,Comedy|Romance,4
217,Interview with the Vampire: The Vampire Chronicles,Drama|Horror,4
218,Jefferson in Paris,Drama,3
219,"Jerky Boys, The",Comedy,2
220,Junior,Comedy|Sci-Fi,3
221,Just Cause,Mystery|Thriller,4
222,"Kid in King Arthur's Court, A",Adventure|Children|Comedy|Fantasy|Romance,3
223,Kiss of Death,Crime|Drama|Thriller,4
224,Star Wars: Episode IV - A New Hope,Action|Adventure|Sci-Fi,5
225,Little Women,Drama,4
226,"Little Princess, A",Children|Drama,4
227,Ladybird Ladybird,Drama,4
228,Like Water for Chocolate,Drama|Fantasy|Romance,4
229,Legends of the Fall,Drama|Romance|War|Western,4
230,Major Payne,Comedy,3
231,My Crazy Life,Drama,3
232,Love Affair,Drama|Romance,4
233,Losing Isaiah,Drama,4
234,"Madness of King George, The",Comedy|Drama,4
235,Mary Shelley's Frankenstein,Drama|Horror|Sci-Fi,3
236,Man of the House,Comedy,3
237,Mixed Nuts,Comedy,2
238,Milk Money,Comedy|Romance,4
239,Miracle on 34th Street,Drama,4
240,Miami Rhapsody,Comedy,2
241,My Family,Drama,3
242,Murder in the First,Drama|Thriller,5
243,Nobody's Fool,Comedy|Drama|Romance,4
244,Nell,Drama,4
245,New Jersey Drive,Crime|Drama,4
246,New York Cop,Action|Crime,4
247,Beyond Bedlam,Drama|Horror,4
248,Nina Takes a Lover,Comedy|Romance,3
249,Natural Born Killers,Action|Crime|Thriller,4
250,Only You,Comedy|Romance,4
251,Once Were Warriors,Crime|Drama,4
252,Poison Ivy II,Drama|Thriller,3
253,Outbreak,Action|Drama|Sci-Fi|Thriller,4
254,Léon: The Professional,Action|Crime|Drama|Thriller,4
255,"Perez Family, The",Comedy|Romance,3
256,"Pyromaniac's Love Story, A",Comedy|Romance,3
257,Pulp Fiction,Comedy|Crime|Drama|Thriller,5
258,Pushing Hands,Drama,2
259,Priest,Drama,4
260,Quiz Show,Drama,4
261,Picture Bride,Drama|Romance,4
262,Queen Margot,Drama|Romance,4
263,"Quick and the Dead, The",Action|Thriller|Western,3
264,Roommates,Comedy|Drama,4
265,Ready to Wear,Comedy,3
266,Three Colors: Red,Drama,5
267,Three Colors: Blue,Drama,4
268,Three Colors: White,Comedy|Drama,4
269,Rent-a-Kid,Comedy,3
270,Relative Fear,Horror|Thriller,3
271,Stuart Saves His Family,Comedy,2
272,"Swan Princess, The",Animation|Children,4
273,"Secret of Roan Inish, The",Children|Drama|Fantasy|Mystery,4
274,"Specialist, The",Action|Drama|Thriller,4
275,Stargate,Action|Adventure|Sci-Fi,4
276,"Santa Clause, The",Comedy|Drama|Fantasy,4
277,"Shawshank Redemption, The",Crime|Drama,5
278,Shallow Grave,Comedy|Drama|Thriller,4
279,Suture,Film-Noir|Thriller,3
280,Strawberry and Chocolate,Drama,4
281,Swimming with Sharks,Comedy|Drama,4
282,"Sum of Us, The",Comedy|Drama,4
283,National Lampoon's Senior Trip,Comedy,3
284,To Live,Drama,4
285,Tank Girl,Action|Comedy|Sci-Fi,3
286,Tales from the Crypt Presents: Demon Knight,Horror|Thriller,3
287,Star Trek: Generations,Adventure|Drama|Sci-Fi,4
288,Tales from the Hood,Action|Crime|Horror,3
289,Tom & Viv,Drama,3
290,Village of the Damned,Horror|Sci-Fi,3
291,Tommy Boy,Comedy,4
292,Vanya on 42nd Street,Drama,5
293,Underneath,Mystery|Thriller,4
294,"Walking Dead, The",Drama|War,3
295,What's Eating Gilbert Grape,Drama,4
296,Virtuosity,Action|Sci-Fi|Thriller,3
297,While You Were Sleeping,Comedy|Romance,4
298,"War, The",Adventure|Drama|War,4
299,Double Happiness,Drama,4
300,Muriel's Wedding,Comedy,4
301,"Baby-Sitters Club, The",Children,3
302,Ace Ventura: Pet Detective,Comedy,3
303,"Adventures of Priscilla, Queen of the Desert, The",Comedy|Drama,4
304,Backbeat,Drama|Musical,4
305,Bitter Moon,Drama|Film-Noir|Romance,4
306,Bullets Over Broadway,Comedy,4
307,Clear and Present Danger,Action|Crime|Drama|Thriller,4
308,"Client, The",Drama|Mystery|Thriller,4
309,"Corrina, Corrina",Comedy|Drama|Romance,4
310,Crooklyn,Comedy|Drama,3
311,"Crow, The",Action|Crime|Fantasy|Thriller,4
312,Cobb,Drama,4
313,"Flintstones, The",Children|Comedy|Fantasy,3
314,Forrest Gump,Comedy|Drama|Romance|War,5
315,Four Weddings and a Funeral,Comedy|Romance,4
316,Higher Learning,Drama,3
317,I Like It Like That,Comedy|Drama|Romance,3
318,I Love Trouble,Action|Comedy,3
319,It Could Happen to You,Comedy|Drama|Romance,3
320,"Jungle Book, The",Adventure|Children|Romance,4
321,"Wonderful, Horrible Life of Leni Riefenstahl, The",Documentary,4
322,"Lion King, The",Adventure|Animation|Children|Drama|Musical|IMAX,4
323,Little Buddha,Drama,4
324,Wes Craven's New Nightmare,Drama|Horror|Mystery|Thriller,3
325,"Mask, The",Action|Comedy|Crime|Fantasy,4
326,Maverick,Adventure|Comedy|Western,4
327,Mrs. Parker and the Vicious Circle,Drama,4
328,Naked Gun 33 1/3: The Final Insult,Action|Comedy,3
329,"Paper, The",Comedy|Drama,4
330,Reality Bites,Comedy|Drama|Romance,3
331,Red Rock West,Thriller,4
332,Richie Rich,Children|Comedy,2
333,"River Wild, The",Action|Thriller,4
334,Speed,Action|Romance|Thriller,4
335,Speechless,Comedy|Romance,3
336,Timecop,Action|Sci-Fi|Thriller,3
337,True Lies,Action|Adventure|Comedy|Romance|Thriller,4
338,When a Man Loves a Woman,Drama|Romance,4
339,Wolf,Drama|Horror|Romance|Thriller,3
340,Wyatt Earp,Western,4
341,Bad Company,Action|Crime|Drama,3
342,"Man of No Importance, A",Drama,4
343,S.F.W.,Drama,3
344,"Low Down Dirty Shame, A",Action|Comedy,3
345,Boys Life,Drama,3
346,"Colonel Chabert, Le",Drama|Romance|War,5
347,Faster Pussycat! Kill! Kill!,Action|Crime|Drama,4
348,Jason's Lyric,Crime|Drama,4
349,Street Fighter,Action|Adventure|Fantasy,3
350,Highlander III: The Sorcerer,Action|Fantasy,3
351,Federal Hill,Drama,3
352,In the Mouth of Madness,Horror|Thriller,4
353,8 Seconds,Drama,3
354,Above the Rim,Crime|Drama,2
355,Addams Family Values,Children|Comedy|Fantasy,4
356,"Age of Innocence, The",Drama,4
357,Airheads,Comedy,3
358,"Air Up There, The",Comedy,3
359,Another Stakeout,Comedy|Thriller,3
360,Bad Girls,Western,3
361,Barcelona,Comedy|Romance,4
362,Being Human,Drama,3
363,"Beverly Hillbillies, The",Comedy,3
364,Beverly Hills Cop III,Action|Comedy|Crime|Thriller,3
365,Black Beauty,Adventure|Children|Drama,4
366,Blink,Thriller,4
367,Blown Away,Action|Thriller,3
368,Blue Chips,Drama,2
369,Blue Sky,Drama|Romance,4
370,Body Snatchers,Horror|Sci-Fi|Thriller,4
371,Boxing Helena,Drama|Mystery|Romance|Thriller,3
372,"Bronx Tale, A",Drama,4
373,Cabin Boy,Comedy,2
374,Calendar Girl,Comedy|Drama,4
375,Carlito's Way,Crime|Drama,4
376,City Slickers II: The Legend of Curly's Gold,Adventure|Comedy|Western,3
377,Clean Slate,Comedy,3
378,Cliffhanger,Action|Adventure|Thriller,3
379,Coneheads,Comedy|Sci-Fi,3
380,Color of Night,Drama|Thriller,3
381,Cops and Robbersons,Comedy,3
382,"Cowboy Way, The",Action|Comedy|Drama,3
383,Dave,Comedy|Romance,4
384,Dazed and Confused,Comedy,4
385,Demolition Man,Action|Adventure|Sci-Fi,3
386,Even Cowgirls Get the Blues,Comedy|Romance,3
387,Fatal Instinct,Comedy,3
388,Farewell My Concubine,Drama|Romance,4
389,Fearless,Drama,4
390,Fear of a Black Hat,Comedy,1
391,With Honors,Comedy|Drama,3
392,Flesh and Bone,Drama|Mystery|Romance,4
393,Widows' Peak,Drama,3
394,For Love or Money,Comedy|Romance,3
395,"Firm, The",Drama|Thriller,4
396,Free Willy,Adventure|Children|Drama,3
397,Fresh,Crime|Drama|Thriller,4
398,"Fugitive, The",Thriller,4
399,Geronimo: An American Legend,Drama|Western,3
400,"Getaway, The",Action|Adventure|Crime|Drama|Romance|Thriller,3
401,Getting Even with Dad,Comedy,3
402,Go Fish,Drama|Romance,3
403,Hard Target,Action|Adventure|Crime|Thriller,3
404,Hot Shots! Part Deux,Action|Comedy|War,3
405,Live Nude Girls,Comedy,5
406,"Englishman Who Went Up a Hill But Came Down a Mountain, The",Comedy|Romance,4
407,"House of the Spirits, The",Drama|Romance,4
408,House Party 3,Comedy,1
409,"Hudsucker Proxy, The",Comedy,4
410,I'll Do Anything,Comedy|Drama,3
411,In the Army Now,Comedy|War,2
412,In the Line of Fire,Action|Thriller,4
413,In the Name of the Father,Drama,5
414,"Inkwell, The",Comedy|Drama,1
415,What's Love Got to Do with It?,Drama|Musical,4
416,Jimmy Hollywood,Comedy|Crime|Drama,2
417,Judgment Night,Action|Crime|Thriller,3
418,Jurassic Park,Action|Adventure|Sci-Fi|Thriller,4
419,Kalifornia,Drama|Thriller,4
420,Killing Zoe,Crime|Drama|Thriller,4
421,Lassie,Adventure|Children,3
422,Last Action Hero,Action|Adventure|Comedy|Fantasy,3
423,Life with Mikey,Comedy,3
424,Lightning Jack,Comedy|Western,3
425,M. Butterfly,Drama|Romance,3
426,Made in America,Comedy,3
427,Malice,Thriller,3
428,"Man Without a Face, The",Drama,4
429,Manhattan Murder Mystery,Comedy|Mystery,4
430,Menace II Society,Action|Crime|Drama,4
431,Executive Decision,Action|Adventure|Thriller,4
432,In the Realm of the Senses,Drama,5
433,What Happened Was...,Comedy|Drama|Romance|Thriller,5
434,Much Ado About Nothing,Comedy|Romance,4
435,Mr. Wonderful,Comedy|Romance,3
436,Mrs. Doubtfire,Comedy|Drama,4
437,Naked,Drama,4
438,"Next Karate Kid, The",Action|Children|Romance,3
439,No Escape,Action|Drama|Sci-Fi,3
440,North,Comedy,3
441,Orlando,Drama|Fantasy|Romance,5
442,"Perfect World, A",Crime|Drama|Thriller,4
443,Philadelphia,Drama,4
444,"Piano, The",Drama|Romance,4
445,Poetic Justice,Drama,3
446,"Program, The",Action|Drama,3
447,"Puppet Masters, The",Horror|Sci-Fi,3
448,Radioland Murders,Comedy|Mystery|Romance,4
449,"Ref, The",Comedy,4
450,"Remains of the Day, The",Drama|Romance,4
451,Renaissance Man,Comedy|Drama,3
452,Rising Sun,Action|Drama|Mystery,4
453,"Road to Wellville, The",Comedy,3
454,RoboCop 3,Action|Crime|Drama|Sci-Fi|Thriller,3
455,Robin Hood: Men in Tights,Comedy,4
456,Romeo Is Bleeding,Crime|Thriller,3
457,Romper Stomper,Action|Drama,3
458,Ruby in Paradise,Drama,4
459,Rudy,Drama,4
460,Savage Nights,Drama,4
461,Schindler's List,Drama|War,5
462,"Scout, The",Comedy|Drama,3
463,Searching for Bobby Fischer,Drama,4
464,"Secret Garden, The",Children|Drama,4
465,Serial Mom,Comedy|Crime|Horror,3
466,"Shadow, The",Action|Adventure|Fantasy|Mystery,3
467,Shadowlands,Drama|Romance,4
468,Short Cuts,Drama,4
469,"Simple Twist of Fate, A",Drama,4
470,Sirens,Drama,4
471,Six Degrees of Separation,Drama,4
472,Sleepless in Seattle,Comedy|Drama|Romance,4
473,Sliver,Thriller,3
474,Blade Runner,Action|Sci-Fi|Thriller,4
475,Son in Law,Comedy|Drama|Romance,3
476,So I Married an Axe Murderer,Comedy|Romance|Thriller,4
477,Striking Distance,Action|Crime,3
478,Super Mario Bros.,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,2
479,Surviving the Game,Action|Adventure|Thriller,3
480,Terminal Velocity,Action|Mystery|Thriller,3
481,Thirty-Two Short Films About Glenn Gould,Drama|Musical,5
482,Threesome,Comedy|Romance,4
483,"Nightmare Before Christmas, The",Animation|Children|Fantasy|Musical,4
484,"Three Musketeers, The",Action|Adventure|Comedy|Romance,4
485,Tombstone,Action|Drama|Western,4
486,True Romance,Crime|Thriller,4
487,"War Room, The",Documentary,4
488,"Pagemaster, The",Action|Adventure|Animation|Children|Fantasy,3
489,Welcome to the Dollhouse,Comedy|Drama,4
490,Germinal,Drama|Romance,4
491,Chasers,Comedy,2
492,Kika,Comedy|Drama,2
493,Bhaji on the Beach,Comedy|Drama,4
494,Little Big League,Comedy|Drama,3
495,"Ciao, Professore!",Drama,3
496,Spanking the Monkey,Comedy|Drama,4
497,"Little Rascals, The",Children|Comedy,3
498,Andre,Adventure|Children|Drama,2
499,"Escort, The",Crime|Thriller,3
500,Princess Caraboo,Drama,3
501,"Celluloid Closet, The",Documentary,4
502,Dear Diary,Comedy|Drama,4
503,"Brady Bunch Movie, The",Comedy,3
504,Home Alone,Children|Comedy,3
505,Ghost,Comedy|Drama|Fantasy|Romance|Thriller,4
506,Aladdin,Adventure|Animation|Children|Comedy|Musical,4
507,Terminator 2: Judgment Day,Action|Sci-Fi,4
508,Dances with Wolves,Adventure|Drama|Western,4
509,Batman,Action|Crime|Thriller,4
510,"Silence of the Lambs, The",Crime|Horror|Thriller,5
511,Snow White and the Seven Dwarfs,Animation|Children|Drama|Fantasy|Musical,4
512,Beauty and the Beast,Animation|Children|Fantasy|Musical|Romance|IMAX,4
513,Pinocchio,Animation|Children|Fantasy|Musical,4
514,Pretty Woman,Comedy|Romance,4
515,"Wild Bunch, The",Adventure|Western,4
516,Love and a .45,Action|Comedy|Crime,4
517,"Great Day in Harlem, A",Documentary,4
518,One Fine Day,Drama|Romance,3
519,Candyman: Farewell to the Flesh,Fantasy|Horror,3
520,Fargo,Comedy|Crime|Drama|Thriller,5
521,Homeward Bound II: Lost in San Francisco,Adventure|Children,4
522,Heavy Metal,Action|Adventure|Animation|Horror|Sci-Fi,4
523,Hellraiser: Bloodline,Action|Horror|Sci-Fi,3
524,"Pallbearer, The",Comedy,3
525,Jane Eyre,Drama|Romance,4
526,Bread and Chocolate,Comedy|Drama,3
527,"Aristocats, The",Animation|Children,4
528,"Flower of My Secret, The",Comedy|Drama,3
529,Two Much,Comedy|Romance,3
530,Ed,Comedy,3
531,"Thin Line Between Love and Hate, A",Comedy,5
532,"Last Supper, The",Drama|Thriller,4
533,Primal Fear,Crime|Drama|Mystery|Thriller,4
534,All Dogs Go to Heaven 2,Adventure|Animation|Children|Fantasy|Musical|Romance,4
535,Land and Freedom,Drama|War,4
536,Denise Calls Up,Comedy,5
537,Theodore Rex,Comedy,3
538,"Family Thing, A",Comedy|Drama,3
539,Frisk,Drama,3
540,Sgt. Bilko,Comedy,3
541,Jack and Sarah,Romance,3
542,Girl 6,Comedy|Drama,3
543,Diabolique,Drama|Thriller,3
544,Nelly & Monsieur Arnaud,Drama,4
545,Courage Under Fire,Action|Crime|Drama|War,4
546,Mission: Impossible,Action|Adventure|Mystery|Thriller,4
547,Cold Fever,Comedy|Drama,3
548,Moll Flanders,Drama,3
549,Dragonheart,Action|Adventure|Fantasy,3
550,Eddie,Comedy,3
551,James and the Giant Peach,Adventure|Animation|Children|Fantasy|Musical,4
552,Fear,Thriller,4
553,Kids in the Hall: Brain Candy,Comedy,4
554,Underground,Comedy|Drama|War,4
555,Bloodsport 2,Action,3
556,Song of the Little Road,Drama,4
557,"World of Apu, The",Drama,5
558,Mystery Science Theater 3000: The Movie,Comedy|Sci-Fi,4
559,Space Jam,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,3
560,Barbarella,Adventure|Comedy|Sci-Fi,4
561,Some Folks Call It a Sling Blade,Drama|Thriller,4
562,"Run of the Country, The",Drama,4
563,Alphaville,Drama|Mystery|Romance|Sci-Fi|Thriller,4
564,It's My Party,Drama,4
565,Operation Dumbo Drop,Action|Adventure|Comedy|War,3
566,Mrs. Winterbourne,Comedy|Romance,4
567,Solo,Action|Sci-Fi|Thriller,2
568,"Substitute, The",Action|Crime|Drama,3
569,True Crime,Mystery|Thriller,4
570,Feeling Minnesota,Drama|Romance,3
571,Delta of Venus,Drama,1
572,Angus,Comedy,4
573,Boys,Drama,2
574,"Quest, The",Action|Adventure,3
575,Sunset Park,Drama,3
576,Mulholland Falls,Crime|Drama|Thriller,3
577,"Truth About Cats & Dogs, The",Comedy|Romance,4
578,Oliver & Company,Adventure|Animation|Children|Comedy|Musical,3
579,Celtic Pride,Comedy,3
580,Flipper,Adventure|Children,3
581,Dead Man,Drama|Mystery|Western,4
582,"Horseman on the Roof, The",Drama|Romance,4
583,"Visitors, The",Comedy|Fantasy|Sci-Fi,4
584,Multiplicity,Comedy,3
585,Wallace & Gromit: The Best of Aardman Animation,Adventure|Animation|Comedy,5
586,"Haunted World of Edward D. Wood Jr., The",Documentary,4
587,"Craft, The",Drama|Fantasy|Horror|Thriller,3
588,"Great White Hype, The",Comedy,3
589,Last Dance,Drama,3
590,Cold Comfort Farm,Comedy,4
591,Heaven's Prisoners,Crime|Thriller,4
592,"Rock, The",Action|Adventure|Thriller,4
593,Cemetery Man,Horror,4
594,Twister,Action|Adventure|Romance|Thriller,4
595,Barb Wire,Action|Sci-Fi,3
596,Ghost in the Shell,Animation|Sci-Fi,4
597,Thinner,Horror|Thriller,3
598,Spy Hard,Comedy,3
599,Wallace & Gromit: A Close Shave,Animation|Children|Comedy,4
600,"Stupids, The",Comedy,4
601,"Arrival, The",Action|Sci-Fi|Thriller,4
602,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Comedy|War,5
603,Ashes of Time,Drama,4
604,Maya Lin: A Strong Clear Vision,Documentary,4
605,Stalingrad,Drama|War,4
606,"Phantom, The",Action|Adventure,3
607,Striptease,Comedy|Crime,3
608,Heavy,Drama|Romance,4
609,Jack,Comedy|Drama,4
610,I Shot Andy Warhol,Drama,4
611,Touki Bouki,Drama,3
612,Spirits of the Dead,Horror|Mystery,3
613,Trainspotting,Comedy|Crime|Drama,4
614,'Til There Was You,Drama|Romance,4
615,Independence Day,Action|Adventure|Sci-Fi|Thriller,4
616,Stealing Beauty,Drama,4
617,"Fan, The",Drama|Thriller,3
618,"Hunchback of Notre Dame, The",Animation|Children|Drama|Musical|Romance,4
619,"Cable Guy, The",Comedy|Thriller,3
620,Kingpin,Comedy,4
621,Eraser,Action|Drama|Thriller,4
622,"Nutty Professor, The",Comedy|Fantasy|Romance|Sci-Fi,3
623,"Unforgettable Summer, An",Drama,2
